"Instrument","Fluorophore","Detector","AdjustedY"
"Bigfoot_6L_445","CF680ST","349-615/24",0
"Bigfoot_6L_445","CF680ST","349-670/30",0
"Bigfoot_6L_445","CF680ST","349-728/40",0
"Bigfoot_6L_445","CF680ST","349-750LP",0
"Bigfoot_6L_445","CF680ST","405-420/10",0
"Bigfoot_6L_445","CF680ST","405-434/17",0
"Bigfoot_6L_445","CF680ST","405-455/14",0
"Bigfoot_6L_445","CF680ST","405-473/15",0
"Bigfoot_6L_445","CF680ST","405-507/19",0
"Bigfoot_6L_445","CF680ST","405-549/15",0
"Bigfoot_6L_445","CF680ST","405-575/15",0
"Bigfoot_6L_445","CF680ST","405-615/24",0
"Bigfoot_6L_445","CF680ST","405-661/20",0
"Bigfoot_6L_445","CF680ST","405-710/20",0
"Bigfoot_6L_445","CF680ST","405-747/33",0
"Bigfoot_6L_445","CF680ST","405-770LP",0
"Bigfoot_6L_445","CF680ST","445-465/22",0
"Bigfoot_6L_445","CF680ST","445-525/35",0
"Bigfoot_6L_445","CF680ST","445-583/30",0
"Bigfoot_6L_445","CF680ST","445-650LP",0
"Bigfoot_6L_445","CF680ST","488-507/19",0
"Bigfoot_6L_445","CF680ST","488-549/15",0
"Bigfoot_6L_445","CF680ST","488-583/30",0
"Bigfoot_6L_445","CF680ST","488-615/24",0
"Bigfoot_6L_445","CF680ST","488-670/30",0
"Bigfoot_6L_445","CF680ST","488-720/60",0
"Bigfoot_6L_445","CF680ST","488-750LP",0
"Bigfoot_6L_445","CF680ST","561-575/15",0
"Bigfoot_6L_445","CF680ST","561-589/15",0
"Bigfoot_6L_445","CF680ST","561-605/15",0
"Bigfoot_6L_445","CF680ST","561-622/15",0
"Bigfoot_6L_445","CF680ST","561-661/20",0.00720288115246098
"Bigfoot_6L_445","CF680ST","561-685/15",0.085234093637455
"Bigfoot_6L_445","CF680ST","561-700/13",0.117647058823529
"Bigfoot_6L_445","CF680ST","561-720/24",0.0588235294117647
"Bigfoot_6L_445","CF680ST","561-760/50",0.0120048019207683
"Bigfoot_6L_445","CF680ST","561-800/12",0.00360144057623049
"Bigfoot_6L_445","CF680ST","561-832/37",0
"Bigfoot_6L_445","CF680ST","561-860LP",0
"Bigfoot_6L_445","CF680ST","640-670/30",0.193877551020408
"Bigfoot_6L_445","CF680ST","640-700/13",1
"Bigfoot_6L_445","CF680ST","640-720/24",0.5
"Bigfoot_6L_445","CF680ST","640-760/50",0.102040816326531
"Bigfoot_6L_445","CF680ST","640-770LP",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-387/11",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-420/10",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-434/17",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-455/14",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-473/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-507/19",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-549/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-575/15",0
"Bigfoot_6L_445","CytoTrace Green CMFDA","349-615/24",0
