"Instrument","Fluorophore","Detector","AdjustedY"
"ThreeLaser","7-AAD","V1",0
"ThreeLaser","7-AAD","V2",0
"ThreeLaser","7-AAD","V3",0
"ThreeLaser","7-AAD","V4",0
"ThreeLaser","7-AAD","V5",0
"ThreeLaser","7-AAD","V6",0
"ThreeLaser","7-AAD","V7",0
"ThreeLaser","7-AAD","V8",0
"ThreeLaser","7-AAD","V9",0.00668577981651375
"ThreeLaser","7-AAD","V10",0.137425458715596
"ThreeLaser","7-AAD","V11",0.375521788990826
"ThreeLaser","7-AAD","V12",0.255636467889908
"ThreeLaser","7-AAD","V13",0.244776376146789
"ThreeLaser","7-AAD","V14",0.186508027522936
"ThreeLaser","7-AAD","V15",0.12802752293578
"ThreeLaser","7-AAD","V16",0.0536754587155964
"ThreeLaser","7-AAD","B1",0.00208715596330278
"ThreeLaser","7-AAD","B2",0
"ThreeLaser","7-AAD","B3",0
"ThreeLaser","7-AAD","B4",0.0190080275229357
"ThreeLaser","7-AAD","B5",0.0989965596330276
"ThreeLaser","7-AAD","B6",0.365917431192661
"ThreeLaser","7-AAD","B7",1
"ThreeLaser","7-AAD","B8",0.84920871559633
"ThreeLaser","7-AAD","B9",0.889724770642202
"ThreeLaser","7-AAD","B10",0.536760321100917
"ThreeLaser","7-AAD","B11",0.343147935779817
"ThreeLaser","7-AAD","B12",0.319340596330275
"ThreeLaser","7-AAD","B13",0.235172018348624
"ThreeLaser","7-AAD","B14",0.231829128440367
"ThreeLaser","7-AAD","R1",0.0300745412844037
"ThreeLaser","7-AAD","R2",0.040309633027523
"ThreeLaser","7-AAD","R3",0.0373853211009175
"ThreeLaser","7-AAD","R4",0.0302866972477065
"ThreeLaser","7-AAD","R5",0.0223451834862386
"ThreeLaser","7-AAD","R6",0.0160837155963303
"ThreeLaser","7-AAD","R7",0.0158715596330276
"ThreeLaser","7-AAD","R8",0.00668577981651375
"ThreeLaser","Alexa Fluor 405","V1",0.598497706422018
"ThreeLaser","Alexa Fluor 405","V2",1
"ThreeLaser","Alexa Fluor 405","V3",0.800997706422018
"ThreeLaser","Alexa Fluor 405","V4",0.401697247706422
"ThreeLaser","Alexa Fluor 405","V5",0.137001146788991
"ThreeLaser","Alexa Fluor 405","V6",0.0611983944954129
"ThreeLaser","Alexa Fluor 405","V7",0.0336009174311928
"ThreeLaser","Alexa Fluor 405","V8",0
"ThreeLaser","Alexa Fluor 405","V9",0
"ThreeLaser","Alexa Fluor 405","V10",0
"ThreeLaser","Alexa Fluor 405","V11",0
"ThreeLaser","Alexa Fluor 405","V12",0
"ThreeLaser","Alexa Fluor 405","V13",0
"ThreeLaser","Alexa Fluor 405","V14",0
"ThreeLaser","Alexa Fluor 405","V15",0
"ThreeLaser","Alexa Fluor 405","V16",0
"ThreeLaser","Alexa Fluor 405","B1",0
"ThreeLaser","Alexa Fluor 405","B2",0
"ThreeLaser","Alexa Fluor 405","B3",0
"ThreeLaser","Alexa Fluor 405","B4",0
"ThreeLaser","Alexa Fluor 405","B5",0
"ThreeLaser","Alexa Fluor 405","B6",0
"ThreeLaser","Alexa Fluor 405","B7",0
"ThreeLaser","Alexa Fluor 405","B8",0
"ThreeLaser","Alexa Fluor 405","B9",0
"ThreeLaser","Alexa Fluor 405","B10",0
"ThreeLaser","Alexa Fluor 405","B11",0
"ThreeLaser","Alexa Fluor 405","B12",0
"ThreeLaser","Alexa Fluor 405","B13",0
"ThreeLaser","Alexa Fluor 405","B14",0
"ThreeLaser","Alexa Fluor 405","R1",0
"ThreeLaser","Alexa Fluor 405","R2",0
"ThreeLaser","Alexa Fluor 405","R3",0
"ThreeLaser","Alexa Fluor 405","R4",0
"ThreeLaser","Alexa Fluor 405","R5",0
"ThreeLaser","Alexa Fluor 405","R6",0
"ThreeLaser","Alexa Fluor 405","R7",0
"ThreeLaser","Alexa Fluor 405","R8",0
"ThreeLaser","Alexa Fluor 488","V1",0
"ThreeLaser","Alexa Fluor 488","V2",0
"ThreeLaser","Alexa Fluor 488","V3",0
"ThreeLaser","Alexa Fluor 488","V4",0
"ThreeLaser","Alexa Fluor 488","V5",0.00409977064220191
"ThreeLaser","Alexa Fluor 488","V6",0.00799885321100924
"ThreeLaser","Alexa Fluor 488","V7",0.00529816513761472
"ThreeLaser","Alexa Fluor 488","V8",0
"ThreeLaser","Alexa Fluor 488","V9",0
"ThreeLaser","Alexa Fluor 488","V10",0
"ThreeLaser","Alexa Fluor 488","V11",0
"ThreeLaser","Alexa Fluor 488","V12",0
"ThreeLaser","Alexa Fluor 488","V13",0
"ThreeLaser","Alexa Fluor 488","V14",0
"ThreeLaser","Alexa Fluor 488","V15",0
"ThreeLaser","Alexa Fluor 488","V16",0
"ThreeLaser","Alexa Fluor 488","B1",0.783698394495413
"ThreeLaser","Alexa Fluor 488","B2",1
"ThreeLaser","Alexa Fluor 488","B3",0.691502293577982
"ThreeLaser","Alexa Fluor 488","B4",0.170200688073395
"ThreeLaser","Alexa Fluor 488","B5",0.083302752293578
"ThreeLaser","Alexa Fluor 488","B6",0.0427006880733946
"ThreeLaser","Alexa Fluor 488","B7",0.0125974770642202
"ThreeLaser","Alexa Fluor 488","B8",0.00729931192660549
"ThreeLaser","Alexa Fluor 488","B9",0.00529816513761472
"ThreeLaser","Alexa Fluor 488","B10",0.0022993119266056
"ThreeLaser","Alexa Fluor 488","B11",0.00110091743119267
"ThreeLaser","Alexa Fluor 488","B12",0.00090022935779821
"ThreeLaser","Alexa Fluor 488","B13",0.000498853211009287
"ThreeLaser","Alexa Fluor 488","B14",0.000200688073394462
"ThreeLaser","Alexa Fluor 488","R1",0
"ThreeLaser","Alexa Fluor 488","R2",0
"ThreeLaser","Alexa Fluor 488","R3",0
"ThreeLaser","Alexa Fluor 488","R4",0
"ThreeLaser","Alexa Fluor 488","R5",0
"ThreeLaser","Alexa Fluor 488","R6",0
"ThreeLaser","Alexa Fluor 488","R7",0
"ThreeLaser","Alexa Fluor 488","R8",0
"ThreeLaser","Alexa Fluor 532","V1",0
"ThreeLaser","Alexa Fluor 532","V2",0
"ThreeLaser","Alexa Fluor 532","V3",0
"ThreeLaser","Alexa Fluor 532","V4",0
"ThreeLaser","Alexa Fluor 532","V5",0
"ThreeLaser","Alexa Fluor 532","V6",0
"ThreeLaser","Alexa Fluor 532","V7",0
"ThreeLaser","Alexa Fluor 532","V8",0
"ThreeLaser","Alexa Fluor 532","V9",0
"ThreeLaser","Alexa Fluor 532","V10",0
"ThreeLaser","Alexa Fluor 532","V11",0
"ThreeLaser","Alexa Fluor 532","V12",0
"ThreeLaser","Alexa Fluor 532","V13",0
"ThreeLaser","Alexa Fluor 532","V14",0
"ThreeLaser","Alexa Fluor 532","V15",0
"ThreeLaser","Alexa Fluor 532","V16",0
"ThreeLaser","Alexa Fluor 532","B1",0
"ThreeLaser","Alexa Fluor 532","B2",0.123899082568807
"ThreeLaser","Alexa Fluor 532","B3",1
"ThreeLaser","Alexa Fluor 532","B4",0.644002293577982
"ThreeLaser","Alexa Fluor 532","B5",0.398400229357798
"ThreeLaser","Alexa Fluor 532","B6",0.244197247706422
"ThreeLaser","Alexa Fluor 532","B7",0.0829988532110092
"ThreeLaser","Alexa Fluor 532","B8",0.047901376146789
"ThreeLaser","Alexa Fluor 532","B9",0.0354013761467891
"ThreeLaser","Alexa Fluor 532","B10",0.0140997706422018
"ThreeLaser","Alexa Fluor 532","B11",0.00680045871559642
"ThreeLaser","Alexa Fluor 532","B12",0.00569954128440364
"ThreeLaser","Alexa Fluor 532","B13",0.00189793577981656
"ThreeLaser","Alexa Fluor 532","B14",0.00169724770642199
"ThreeLaser","Alexa Fluor 532","R1",0
"ThreeLaser","Alexa Fluor 532","R2",0
"ThreeLaser","Alexa Fluor 532","R3",0
"ThreeLaser","Alexa Fluor 532","R4",0
"ThreeLaser","Alexa Fluor 532","R5",0
"ThreeLaser","Alexa Fluor 532","R6",0
"ThreeLaser","Alexa Fluor 532","R7",0
"ThreeLaser","Alexa Fluor 532","R8",0
"ThreeLaser","Alexa Fluor 555","V1",0
"ThreeLaser","Alexa Fluor 555","V2",0
"ThreeLaser","Alexa Fluor 555","V3",0
"ThreeLaser","Alexa Fluor 555","V4",0
"ThreeLaser","Alexa Fluor 555","V5",0
"ThreeLaser","Alexa Fluor 555","V6",0
"ThreeLaser","Alexa Fluor 555","V7",0
"ThreeLaser","Alexa Fluor 555","V8",0.191748853211009
"ThreeLaser","Alexa Fluor 555","V9",0.0853841743119267
"ThreeLaser","Alexa Fluor 555","V10",0.0730848623853212
"ThreeLaser","Alexa Fluor 555","V11",0.00723623853211008
"ThreeLaser","Alexa Fluor 555","V12",0
"ThreeLaser","Alexa Fluor 555","V13",0
"ThreeLaser","Alexa Fluor 555","V14",0
"ThreeLaser","Alexa Fluor 555","V15",0
"ThreeLaser","Alexa Fluor 555","V16",0
"ThreeLaser","Alexa Fluor 555","B1",0
"ThreeLaser","Alexa Fluor 555","B2",0
"ThreeLaser","Alexa Fluor 555","B3",0.161358944954129
"ThreeLaser","Alexa Fluor 555","B4",1
"ThreeLaser","Alexa Fluor 555","B5",0.489868119266055
"ThreeLaser","Alexa Fluor 555","B6",0.337190366972477
"ThreeLaser","Alexa Fluor 555","B7",0.105642201834862
"ThreeLaser","Alexa Fluor 555","B8",0.0665711009174312
"ThreeLaser","Alexa Fluor 555","B9",0.0528211009174313
"ThreeLaser","Alexa Fluor 555","B10",0.0209862385321101
"ThreeLaser","Alexa Fluor 555","B11",0.0108543577981651
"ThreeLaser","Alexa Fluor 555","B12",0.00795871559633032
"ThreeLaser","Alexa Fluor 555","B13",0.00506307339449552
"ThreeLaser","Alexa Fluor 555","B14",0.00361811926605504
"ThreeLaser","Alexa Fluor 555","R1",0
"ThreeLaser","Alexa Fluor 555","R2",0
"ThreeLaser","Alexa Fluor 555","R3",0
"ThreeLaser","Alexa Fluor 555","R4",0
"ThreeLaser","Alexa Fluor 555","R5",0
"ThreeLaser","Alexa Fluor 555","R6",0
"ThreeLaser","Alexa Fluor 555","R7",0
"ThreeLaser","Alexa Fluor 555","R8",0
"ThreeLaser","Alexa Fluor 561","V1",0
"ThreeLaser","Alexa Fluor 561","V2",0
"ThreeLaser","Alexa Fluor 561","V3",0
"ThreeLaser","Alexa Fluor 561","V4",0
"ThreeLaser","Alexa Fluor 561","V5",0
"ThreeLaser","Alexa Fluor 561","V6",0
"ThreeLaser","Alexa Fluor 561","V7",0
"ThreeLaser","Alexa Fluor 561","V8",0
"ThreeLaser","Alexa Fluor 561","V9",0
"ThreeLaser","Alexa Fluor 561","V10",0
"ThreeLaser","Alexa Fluor 561","V11",0
"ThreeLaser","Alexa Fluor 561","V12",0
"ThreeLaser","Alexa Fluor 561","V13",0
"ThreeLaser","Alexa Fluor 561","V14",0
"ThreeLaser","Alexa Fluor 561","V15",0
"ThreeLaser","Alexa Fluor 561","V16",0
"ThreeLaser","Alexa Fluor 561","B1",0
"ThreeLaser","Alexa Fluor 561","B2",0
"ThreeLaser","Alexa Fluor 561","B3",0.034197247706422
"ThreeLaser","Alexa Fluor 561","B4",1
"ThreeLaser","Alexa Fluor 561","B5",0.540452981651376
"ThreeLaser","Alexa Fluor 561","B6",0.468721330275229
"ThreeLaser","Alexa Fluor 561","B7",0.20016628440367
"ThreeLaser","Alexa Fluor 561","B8",0.135114678899083
"ThreeLaser","Alexa Fluor 561","B9",0.109260321100917
"ThreeLaser","Alexa Fluor 561","B10",0.0483715596330275
"ThreeLaser","Alexa Fluor 561","B11",0.0258543577981653
"ThreeLaser","Alexa Fluor 561","B12",0.0216857798165139
"ThreeLaser","Alexa Fluor 561","B13",0.0141800458715597
"ThreeLaser","Alexa Fluor 561","B14",0.0116743119266055
"ThreeLaser","Alexa Fluor 561","R1",0
"ThreeLaser","Alexa Fluor 561","R2",0
"ThreeLaser","Alexa Fluor 561","R3",0
"ThreeLaser","Alexa Fluor 561","R4",0
"ThreeLaser","Alexa Fluor 561","R5",0
"ThreeLaser","Alexa Fluor 561","R6",0
"ThreeLaser","Alexa Fluor 561","R7",0
"ThreeLaser","Alexa Fluor 561","R8",0
"ThreeLaser","Alexa Fluor 568","V1",0
"ThreeLaser","Alexa Fluor 568","V2",0
"ThreeLaser","Alexa Fluor 568","V3",0
"ThreeLaser","Alexa Fluor 568","V4",0
"ThreeLaser","Alexa Fluor 568","V5",0
"ThreeLaser","Alexa Fluor 568","V6",0
"ThreeLaser","Alexa Fluor 568","V7",0
"ThreeLaser","Alexa Fluor 568","V8",0.186754587155963
"ThreeLaser","Alexa Fluor 568","V9",0.582339449541284
"ThreeLaser","Alexa Fluor 568","V10",1
"ThreeLaser","Alexa Fluor 568","V11",0.332935779816514
"ThreeLaser","Alexa Fluor 568","V12",0.156920871559633
"ThreeLaser","Alexa Fluor 568","V13",0.106800458715596
"ThreeLaser","Alexa Fluor 568","V14",0.075177752293578
"ThreeLaser","Alexa Fluor 568","V15",0.0477350917431194
"ThreeLaser","Alexa Fluor 568","V16",0.0184977064220183
"ThreeLaser","Alexa Fluor 568","B1",0
"ThreeLaser","Alexa Fluor 568","B2",0
"ThreeLaser","Alexa Fluor 568","B3",0
"ThreeLaser","Alexa Fluor 568","B4",0.115154816513761
"ThreeLaser","Alexa Fluor 568","B5",0.407517201834862
"ThreeLaser","Alexa Fluor 568","B6",0.467780963302752
"ThreeLaser","Alexa Fluor 568","B7",0.236875
"ThreeLaser","Alexa Fluor 568","B8",0.165871559633027
"ThreeLaser","Alexa Fluor 568","B9",0.130670871559633
"ThreeLaser","Alexa Fluor 568","B10",0.06026376146789
